date,qbtag,time,starting_quad,treat_id,tree_start,treat_fed,g_temp,g_temp_location,air_temp,living_status,dist_center,angle,ground,open_env,Notes,windspeed,weather,page,obs_num,instar
6/21/2017,44.3,11:30,SW,absence,.,fed,30.1,sun,28.9,1,65,218,1,0,,1,clear,10,20,6
6/21/2017,44.3,12:00,SW,absence,.,fed,32.6,sun,26.4,1,108,238,1,0,hit wagon,0.5,clear,10,30,6
6/21/2017,44.4,12:00,SW,absence,.,fed,30.2,sun,26.4,1,64,218,1,0,,0.5,clear,10,31,6
6/21/2017,44.4,12:30,SW,absence,.,fed,36.7,sun,30,1,64,218,1,0,,0,clear,10,50,6
6/21/2017,44.4,13:00,SW,absence,.,fed,46.3,sun,28.7,1,78,242,1,0,,0,mostly sunny,11,10,6
6/21/2017,44.4,13:30,SW,absence,.,fed,32.2,sun,27.5,1,90,250,1,0,,1,partly sunny,11,26,6
6/21/2017,44.4,14:00,SW,absence,.,fed,47.8,sun,27.6,1,89,252,1,0,,0,mostly sunny,11,40,6
6/21/2017,44.4,14:30,SW,absence,.,fed,45.4,sun,26.7,1,90,258,1,0,,2.3,mostly sunny,12,1,6
6/21/2017,44.4,15:00,SW,absence,.,fed,42.2,sun,28.5,1,90,258,1,0,,1.5,mostly sunny,12,11,6
6/21/2017,44.4,15:30,SW,absence,.,fed,36.1,sun,28.4,1,90,258,1,0,,1.2,mostly sunny,12,21,6
6/21/2017,45,7:30,NE,presence,aspen,starved,23.9,sun,18.7,1,97,40,0,.,covered in glue,0,clear,7,1,5
6/21/2017,45,8:00,NE,presence,aspen,starved,22.4,sun,21.9,1,97,40,0,.,,0,clear,7,22,5
6/21/2017,45,8:30,NE,presence,aspen,starved,32.3,sun,25.5,1,97,40,0,.,,0,clear,7,42,5
6/21/2017,45,9:00,NE,presence,aspen,starved,38.4,sun,26.6,1,97,40,0,.,,0,clear,8,11,5
6/21/2017,45,9:30,NE,presence,aspen,starved,33.7,sun,26.4,1,97,40,0,.,,0,clear,8,30,5
6/21/2017,45,10:00,NE,presence,aspen,starved,39.5,sun,26,1,97,40,0,.,,0,clear,8,49,5
6/21/2017,45,10:30,NE,presence,aspen,starved,47.4,sun,27,1,97,40,0,.,,0.3,clear,9,12,5
6/21/2017,45,11:00,NE,presence,aspen,starved,41.3,sun,30,1,97,40,0,.,,1.2,clear,9,32,5
6/21/2017,45,11:30,NE,presence,aspen,starved,42.5,sun,22.7,1,97,40,0,.,,1,clear,10,1,5
6/21/2017,45,12:00,NE,presence,aspen,starved,49.1,sun,28.7,1,97,40,0,.,,1.3,clear,10,21,5
6/21/2017,45,12:30,NE,presence,aspen,starved,36.8,sun,35.2,1,97,40,0,.,,0,clear,10,41,5
6/21/2017,50,7:30,NE,presence,oak,fed,20.3,sun,18.7,1,97,40,0,.,,0,clear,7,3,6
6/21/2017,50,8:00,NE,presence,oak,fed,27.1,sun,21.9,1,97,40,0,.,,0,clear,7,24,6
6/21/2017,50,8:30,NE,presence,oak,fed,29.1,sun,25.5,1,97,40,0,.,,0,clear,7,44,6
6/21/2017,50,9:00,NE,presence,oak,fed,24.6,sun,26.6,1,97,40,0,.,,0,clear,8,13,6
6/21/2017,50,9:30,NE,presence,oak,fed,24.4,sun,26.4,1,97,40,0,.,,0,clear,8,32,6
6/21/2017,50,10:00,NE,presence,oak,fed,29.6,sun,26,1,97,40,0,.,,0,clear,8,51,6
6/21/2017,50,10:30,NE,presence,oak,fed,26.1,shade,27,1,97,40,1,.,on ground,0.3,clear,9,14,6
6/21/2017,50,11:00,NE,presence,oak,fed,36.8,sun,30,1,97,40,1,.,,1.2,clear,9,33,6
6/21/2017,50,11:30,NE,presence,oak,fed,32.9,sun,22.7,1,97,40,1,.,,1,clear,10,2,6
6/21/2017,50,12:00,NE,presence,oak,fed,44.4,sun,28.7,1,97,40,1,.,,1.3,clear,10,22,6
6/21/2017,50,12:30,NE,presence,oak,fed,35.5,sun,35.2,1,97,40,1,.,,0,clear,10,44,6
6/21/2017,51,7:30,NW,absence,.,starved,16.6,sun,21.1,1,84,310,1,1,,0,clear,7,17,6
6/21/2017,51,8:00,NW,absence,.,starved,20.3,sun,24.9,1,84,320,1,1,,0.6,clear,7,37,6
6/21/2017,51,8:30,NW,absence,.,starved,23.3,sun,26.6,1,84,310,1,1,,0,clear,8,7,6
6/21/2017,51,9:00,NW,absence,.,starved,17.9,shade,28.4,1,84,310,1,1,,0,clear,8,26,6
6/21/2017,51,9:30,NW,absence,.,starved,34,sun,27.3,1,84,310,1,1,,0,clear,8,45,6
6/21/2017,51,10:00,NW,absence,.,starved,33.2,sun,27.5,1,84,310,1,1,,0,clear,9,8,6
6/21/2017,51,10:30,NW,absence,.,starved,35.1,sun,28,1,84,310,1,1,,0.3,clear,9,28,6
6/21/2017,51,11:00,NW,absence,.,starved,35.5,sun,27.7,1,84,310,1,1,,0,clear,9,47,6
6/21/2017,51,11:30,NW,absence,.,starved,38.9,sun,27.9,1,84,310,1,1,,1.5,clear,10,15,6
6/21/2017,51,12:00,NW,absence,.,starved,42.2,sun,27.2,1,84,310,1,1,,0.4,clear,10,37,6
6/21/2017,51,12:30,NW,absence,.,starved,37.4,sun,29.2,1,84,310,1,1,,0.2,clear,10,54,6
6/21/2017,51,13:00,NW,absence,.,starved,37.7,sun,29.9,1,84,310,1,1,,0,mostly sunny,11,14,6
6/21/2017,51,13:30,NW,absence,.,starved,32.4,sun,26.9,1,84,310,1,1,,2,partly sunny,11,28,6
6/21/2017,52,7:30,SW,absence,.,starved,20.6,sun,21.1,1,66,210,1,0,,0,clear,7,15,6
6/21/2017,52,8:00,SW,absence,.,starved,17.8,sun,25.2,1,66,210,1,0,,0.1,clear,7,35,6
6/21/2017,52,8:30,SW,absence,.,starved,19.1,sun,24.5,1,66,210,1,0,,0,clear,8,6,6
6/21/2017,52,9:00,SW,absence,.,starved,28.9,sun,28,1,66,210,1,0,,0,clear,8,25,6
6/21/2017,52,9:30,SW,absence,.,starved,30.5,sun,27.5,1,66,210,1,0,,0,clear,8,44,6
6/21/2017,52,10:00,SW,absence,.,starved,28.9,sun,24.1,1,64,216,1,0,,1.8,clear,9,7,6
6/21/2017,52,10:30,SW,absence,.,starved,30.2,sun,27.6,1,64,216,1,0,,0,clear,9,27,6
6/21/2017,52,11:00,SW,absence,.,starved,36.9,sun,28.9,1,78,232,1,0,,0,clear,9,45,6
6/21/2017,52,11:30,SW,absence,.,starved,39,sun,28.9,1,103,280,1,0,,1,clear,10,11,6
6/21/2017,52.1,11:30,SW,absence,.,starved,30.1,sun,28.9,1,65,218,1,0,,1,clear,10,19,6
6/21/2017,52.1,12:00,SW,absence,.,starved,21.4,sun,26.4,1,71,266,1,0,,0.5,clear,10,32,6
6/21/2017,52.2,12:00,SW,absence,.,starved,30.2,sun,26.4,1,64,218,1,0,,0.5,clear,10,36,6
6/21/2017,52.2,12:30,SW,absence,.,starved,38.5,sun,30,1,64,219,1,0,,3.8,clear,10,51,6
6/21/2017,52.2,13:00,SW,absence,.,starved,44.7,sun,28.7,1,65,242,1,0,,0,mostly sunny,11,11,6
6/21/2017,52.2,13:30,SW,absence,.,starved,36,sun,27.5,1,65,240,1,0,,2,partly sunny,11,27,6
6/21/2017,53,7:30,NE,presence,aspen,starved,24.5,sun,18.7,1,97,40,0,.,,0,clear,7,5,6
6/21/2017,53,8:00,NE,presence,aspen,starved,28.9,sun,21.9,1,97,40,0,.,,0,clear,7,26,6
6/21/2017,53,8:30,NE,presence,aspen,starved,31.5,sun,25.5,1,97,40,0,.,,0,clear,7,46,6
6/21/2017,53,9:00,NE,presence,aspen,starved,24.6,sun,26.6,1,97,40,0,.,,0,clear,8,15,6
6/21/2017,53,9:30,NE,presence,aspen,starved,25.4,sun,26.4,1,97,40,0,.,,0,clear,8,34,6
6/21/2017,53,10:00,NE,presence,aspen,starved,32.4,sun,26,1,97,40,0,.,,0,clear,8,53,6
6/21/2017,53,10:30,NE,presence,aspen,starved,34.7,sun,27,1,97,40,0,.,,0.3,clear,9,16,6
6/21/2017,53,11:00,NE,presence,aspen,starved,23.7,shade,30,1,97,40,0,.,,1.2,clear,9,35,6
6/21/2017,53,11:30,NE,presence,aspen,starved,38.5,sun,22.7,1,97,40,0,.,,1,clear,10,4,6
6/21/2017,53,12:00,NE,presence,aspen,starved,42.9,sun,28.7,1,97,40,0,.,,1.3,clear,10,23,6
6/21/2017,53,12:30,NE,presence,aspen,starved,32.6,sun,35.2,1,97,40,0,.,,0,clear,10,43,6
6/21/2017,53,13:00,NE,presence,aspen,starved,43.5,sun,26.5,1,97,40,0,.,,3.7,mostly sunny,11,3,6
6/21/2017,53,13:30,NE,presence,aspen,starved,40.7,sun,26.4,1,97,40,0,.,,4,partly sunny,11,19,6
6/21/2017,53,14:00,NE,presence,aspen,starved,43.2,sun,25.8,1,97,40,0,.,,5.6,mostly sunny,11,33,6
6/21/2017,53,14:00,NE,presence,aspen,starved,32.4,sun,26.3,1,97,40,0,.,,2.2,partly cloudy,11,46,6
6/21/2017,53,14:30,NE,presence,aspen,starved,38.4,sun,30.4,1,97,40,0,.,,0,mostly sunny,12,5,6
6/21/2017,53,15:30,NE,presence,aspen,starved,45.5,sun,29.3,1,97,40,0,.,,6,mostly sunny,12,15,6
6/21/2017,53,16:00,NE,presence,aspen,starved,35.5,sun,27.8,1,97,40,0,.,,2.6,mostly sunny,12,25,6
6/21/2017,53,16:30,NE,presence,aspen,starved,38.2,sun,33.4,1,97,40,0,.,,0.8,mostly sunny,12,36,6
6/21/2017,53,17:00,NE,presence,aspen,starved,36.9,sun,29.9,1,97,40,0,.,,0,mostly sunny,12,45,6
6/22/2017,46,7:30,NE,absence,.,starved,19.5,sun,19.9,1,97,40,1,0,,0,overcast,13,5,5
6/22/2017,46,8:00,NE,absence,.,starved,20,sun,21.8,1,96,38,1,0,,0.8,overcast,13,25,5
6/22/2017,46,8:30,NE,absence,.,starved,19.5,sun,24.3,1,102,24,1,0,,0.7,overcast,13,45,5
6/22/2017,46,9:00,NE,absence,.,starved,19.1,sun,21.9,1,108,14,1,0,,0,overcast,14,15,5
6/22/2017,46,9:30,NE,absence,.,starved,19.4,sun,27.6,1,108,14,1,0,,0,overcast,14,35,5
6/22/2017,46,10:00,NE,absence,.,starved,19.2,sun,23.3,1,114,12,1,1,,0,overcast,2,36,5
6/22/2017,46,10:30,NE,absence,.,starved,19.8,sun,26.6,1,114,12,1,1,,2.3,overcast,15,34,5
6/22/2017,46,11:00,NE,absence,.,starved,22.4,sun,21.6,1,114,12,1,1,,0.2,overcast,15,52,5
6/22/2017,46,11:30,NE,absence,.,starved,23,sun,23.4,1,114,12,1,1,,2.4,overcast,16,12,5
6/22/2017,46,12:00,NE,absence,.,starved,22.2,sun,22.6,1,114,12,1,1,,1.7,overcast,16,29,5
6/22/2017,46,12:30,NE,absence,.,starved,21.6,sun,22.1,1,114,12,1,1,,0,overcast,16,46,5
6/22/2017,46,13:00,NE,absence,.,starved,19.3,shade,19.7,1,114,12,1,1,,0,overcast,17,13,5
6/22/2017,46,13:30,NE,absence,.,starved,19,shade,18.9,1,114,12,1,1,,0,overcast,17,30,5
6/22/2017,46,14:00,NE,absence,.,starved,19.8,shade,.,1,114,12,1,1,,.,overcast,17,47,5
6/22/2017,46,14:30,NE,absence,.,starved,.,.,.,1,114,12,1,1,,.,overcast,19,2,5
6/22/2017,46,15:00,NE,absence,.,starved,.,.,.,1,114,12,1,1,,.,overcast,19,18,5
6/22/2017,46,15:30,NE,absence,.,starved,.,.,.,1,114,12,1,1,,.,overcast,19,34,5
6/22/2017,46,16:00,NE,absence,.,starved,.,.,.,1,114,12,1,1,,.,overcast,19,50,5
6/22/2017,46,16:30,NE,absence,.,starved,.,.,.,1,114,12,1,1,,.,overcast,20,11,5
6/22/2017,46,17:00,NE,absence,.,starved,.,.,.,1,114,12,1,1,,.,overcast,20,27,5
6/22/2017,47,7:30,SW,absence,,fed,20.5,sun,23,1,65,218,1,0,,0.9,overcast,13,14,5
6/22/2017,47,8:00,SW,absence,,fed,18.5,sun,23.2,1,65,218,1,0,,2,overcast,13,34,5
6/22/2017,47,8:30,SW,absence,,fed,19.5,sun,22.3,1,65,212,1,0,,0,overcast,14,4,5
6/22/2017,47,9:00,SW,absence,,fed,20.4,sun,24.9,1,57,212,1,0,,0,overcast,14,24,5
6/22/2017,47,9:30,SW,absence,,fed,19.1,sun,24.6,1,56,222,1,0,,0,overcast,14,44,5
6/22/2017,47,10:00,SW,absence,,fed,19.6,sun,24.8,1,57,228,1,0,,1.8,overcast,2,45,5
6/22/2017,47,10:30,SW,absence,,fed,20.8,sun,21.3,1,49,222,1,0,,4.2,overcast,15,42,5
6/22/2017,47,11:00,SW,absence,,fed,22,sun,22,1,52,224,1,0,,1.7,overcast,16,3,5
6/22/2017,47,11:30,SW,absence,,fed,25.1,sun,23,1,41,230,1,0,,2.8,overcast,16,20,5
6/22/2017,47,12:00,SW,absence,,fed,22.2,sun,23.3,1,48,232,1,0,,0,overcast,16,37,5
6/22/2017,47,12:30,SW,absence,,fed,20.1,shade,20.7,1,37,234,1,0,,2.3,overcast,17,4,5
6/22/2017,47,13:00,SW,absence,,fed,19.9,shade,19.7,1,33,244,1,0,,0,overcast,17,21,5
6/22/2017,47,14:30,SW,absence,,fed,.,.,.,1,45,232,1,0,,.,overcast,19,9,5
6/22/2017,47,15:00,SW,absence,,fed,.,.,.,1,39,242,1,0,,.,overcast,19,25,5
6/22/2017,47,16:00,SW,absence,,fed,.,.,.,1,52,286,1,0,,.,overcast,20,2,5
6/22/2017,47,16:30,SW,absence,,fed,.,.,.,1,83,262,1,0,,.,overcast,20,18,5
6/22/2017,47,17:00,SW,absence,,fed,.,.,.,1,83,262,1,0,,.,overcast,20,34,5
6/22/2017,48,7:30,SE,presence,aspen,fed,20.2,sun,20.3,1,102,140,0,.,,0.8,overcast,13,10,6
6/22/2017,48,8:00,SE,presence,aspen,fed,18.5,sun,22.2,1,102,140,1,.,on ground,2,overcast,13,30,6
6/22/2017,48,8:30,SE,presence,aspen,fed,18,sun,23.1,1,102,140,1,.,,0,overcast,13,50,6
6/22/2017,48,9:00,SE,presence,aspen,fed,19.1,sun,23.2,1,104,140,1,.,,0,overcast,14,20,6
6/22/2017,48,9:30,SE,presence,aspen,fed,18,sun,25.8,1,104,140,1,.,,0,overcast,14,40,6
6/22/2017,48,10:00,SE,presence,aspen,fed,18.9,sun,24.8,1,104,140,1,.,,0,overcast,2,41,6
6/22/2017,48,10:30,SE,presence,aspen,fed,19.3,sun,21.7,1,102,140,1,.,,2.1,overcast,15,39,6
6/22/2017,48,11:00,SE,presence,aspen,fed,21.1,sun,21.8,1,102,140,1,.,,0.6,overcast,15,57,6
6/22/2017,48,11:30,SE,presence,aspen,fed,21.7,sun,23,1,102,140,1,.,,2.8,overcast,16,17,6
6/22/2017,48,12:00,SE,presence,aspen,fed,20.4,sun,22.3,1,104,140,1,.,,0.3,overcast,16,34,6
6/22/2017,48,12:30,SE,presence,aspen,fed,19.9,shade,22,1,102,140,1,.,,2.3,overcast,17,1,6
6/22/2017,48,13:00,SE,presence,aspen,fed,18.7,shade,19.7,1,102,140,1,.,,0,overcast,17,14,6
6/22/2017,48,13:30,SE,presence,aspen,fed,17.5,shade,.,1,102,140,1,.,,.,overcast,17,31,6
6/22/2017,48,14:00,SE,presence,aspen,fed,19.4,shade,.,1,102,140,1,.,,.,overcast,17,48,6
6/22/2017,48,14:30,SE,presence,aspen,fed,.,.,.,1,102,140,1,.,,.,overcast,19,3,6
6/22/2017,48,15:00,SE,presence,aspen,fed,.,.,.,1,102,140,1,.,,.,overcast,19,19,6
6/22/2017,48,15:30,SE,presence,aspen,fed,.,.,.,1,102,140,1,.,,.,overcast,19,35,6
6/22/2017,48,16:00,SE,presence,aspen,fed,.,.,.,1,102,140,1,.,,.,overcast,19,51,6
6/22/2017,48,16:30,SE,presence,aspen,fed,.,.,.,1,102,140,1,.,,.,overcast,20,12,6
6/22/2017,48,17:00,SE,presence,aspen,fed,.,.,.,1,102,140,1,.,,.,overcast,20,28,6
6/22/2017,49,7:30,NW,presence,aspen,starved,20,sun,23.2,1,84,312,0,.,,0,overcast,13,19,6
6/22/2017,49,8:00,NW,presence,aspen,starved,18.3,sun,24.6,1,84,312,0,.,,0,overcast,13,39,6
6/22/2017,49,8:30,NW,presence,aspen,starved,18.4,sun,22,1,84,312,0,.,,0,overcast,14,9,6
6/22/2017,49,9:00,NW,presence,aspen,starved,19,sun,25.8,1,84,312,0,.,,0,overcast,14,29,6
6/22/2017,49,9:30,NW,presence,aspen,starved,19.3,sun,26.7,1,84,312,0,.,,0,overcast,14,49,6
6/22/2017,49,10:00,NW,presence,aspen,starved,19.6,sun,25,1,84,312,0,.,,1.8,overcast,2,50,6
6/22/2017,49,10:30,NW,presence,aspen,starved,19.9,sun,21.4,1,84,312,0,.,,0.8,overcast,15,49,6
6/22/2017,49,11:00,NW,presence,aspen,starved,21.9,sun,22,1,84,312,0,.,,0,overcast,16,9,6
6/22/2017,49,11:30,NW,presence,aspen,starved,24.2,sun,24.9,1,84,312,0,.,,0.1,overcast,16,26,6
6/22/2017,49,12:00,NW,presence,aspen,starved,20.2,sun,2.7,1,84,312,0,.,,0,overcast,16,43,6
6/22/2017,49,12:30,NW,presence,aspen,starved,20.3,shade,20.5,1,84,312,0,.,,0,overcast,17,10,6
6/22/2017,49,13:00,NW,presence,aspen,starved,18.7,shade,19.6,1,84,312,0,.,,0,overcast,17,27,6
6/22/2017,49,13:30,NW,presence,aspen,starved,17.3,shade,.,1,84,312,0,.,,.,overcast,17,44,6
6/22/2017,49,14:30,NW,presence,aspen,starved,.,.,.,1,84,312,0,.,,.,overcast,19,15,6
6/22/2017,49,15:00,NW,presence,aspen,starved,.,.,.,1,84,312,0,.,,.,overcast,19,31,6
6/22/2017,49,15:30,NW,presence,aspen,starved,.,.,.,1,84,312,0,.,,.,overcast,19,47,6
6/22/2017,49,16:00,NW,presence,aspen,starved,.,.,.,1,84,312,0,.,,.,overcast,20,8,6
6/22/2017,49,16:30,NW,presence,aspen,starved,.,.,.,1,84,312,0,.,,.,overcast,20,24,6
6/22/2017,49,17:00,NW,presence,aspen,starved,.,.,.,1,84,312,0,.,,.,overcast,20,40,6
6/22/2017,55,7:30,SW,absence,.,starved,20.5,sun,23,1,65,218,1,0,,0.9,overcast,13,12,5
6/22/2017,55,8:00,SW,absence,.,starved,18.2,sun,23.2,1,65,218,1,0,,2,overcast,13,32,5
6/22/2017,55,8:30,SW,absence,.,starved,18.5,sun,22.3,1,65,212,1,0,,0,overcast,14,2,5
6/22/2017,55,9:00,SW,absence,.,starved,19.6,sun,24.9,1,65,204,1,0,,0,overcast,14,22,5
6/22/2017,55,9:30,SW,absence,.,starved,20,sun,24.6,1,68,208,1,0,,0,overcast,14,42,5
6/22/2017,55,10:30,SW,absence,.,starved,21.2,sun,21.3,1,59,184,1,0,,4.2,overcast,15,40,5
6/22/2017,55,11:00,SW,absence,.,starved,22.3,sun,22,1,59,184,1,0,,1.7,overcast,16,1,5
6/22/2017,55,11:30,SW,absence,.,starved,23.6,sun,23,1,59,184,1,0,,2.8,overcast,16,18,5
6/22/2017,55,12:00,SW,absence,.,starved,21.9,sun,23.3,1,60,182,1,0,,0,overcast,16,35,5
6/22/2017,55,12:30,SW,absence,.,starved,20.6,shade,20.7,1,66,180,1,0,,2.3,overcast,17,2,5
6/22/2017,55,13:00,SW,absence,.,starved,19.6,shade,19.7,1,69,180,1,0,,1.3,overcast,17,19,5
6/22/2017,55,13:30,SW,absence,.,starved,18.8,shade,.,1,67,188,1,0,,.,overcast,17,36,5
6/22/2017,55,14:00,SW,absence,.,starved,.,shade,.,1,72,182,1,0,,.,overcast,17,53,5
6/22/2017,55,14:30,SW,absence,.,starved,.,.,.,1,72,186,1,0,,.,overcast,19,8,5
6/22/2017,55,15:00,SW,absence,.,starved,.,.,.,1,72,186,1,0,,.,overcast,19,24,5
6/22/2017,55,16:00,SW,absence,.,starved,.,.,.,1,83,182,1,0,,.,overcast,20,1,5
6/22/2017,55,16:30,SW,absence,.,starved,.,.,.,1,83,182,1,0,,.,overcast,20,17,5
6/22/2017,56,7:30,NW,presence,oak,starved,20.2,sun,23.2,1,84,312,0,.,,0,overcast,13,20,6
6/22/2017,56,8:00,NW,presence,oak,starved,18.6,sun,24.6,1,84,312,0,.,,0,overcast,13,40,6
6/22/2017,56,8:30,NW,presence,oak,starved,18.6,sun,22,1,84,312,0,.,,0,overcast,14,10,6
6/22/2017,56,9:00,NW,presence,oak,starved,20.4,sun,25.8,1,84,312,0,.,,0,overcast,14,30,6
6/22/2017,56,9:30,NW,presence,oak,starved,19.7,sun,26.7,1,84,312,0,.,,0,overcast,14,50,6
6/22/2017,56,10:00,NW,presence,oak,starved,19.7,sun,25,1,84,312,0,.,,1.8,overcast,2,51,6
6/22/2017,56,10:30,NW,presence,oak,starved,21.6,sun,21.4,1,84,312,0,.,,0.8,overcast,15,50,6
6/22/2017,56,11:00,NW,presence,oak,starved,22,sun,22,1,84,312,0,.,,0,overcast,16,10,6
6/22/2017,56,11:30,NW,presence,oak,starved,24.4,sun,24.9,1,84,312,0,.,,0.1,overcast,16,27,6
6/22/2017,56,12:00,NW,presence,oak,starved,21,sun,22.7,1,84,312,0,.,,0,overcast,16,44,6
6/22/2017,56,12:30,NW,presence,oak,starved,20.6,shade,20.5,1,84,312,0,.,,0,overcast,17,11,6
6/22/2017,56,13:00,NW,presence,oak,starved,19,shade,19.6,1,84,312,0,.,,0,overcast,17,28,6
6/22/2017,56,13:30,NW,presence,oak,starved,17.5,shade,.,1,84,312,0,.,,.,overcast,17,45,6
6/22/2017,56,14:30,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,19,16,6
6/22/2017,56,15:00,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,19,32,6
6/22/2017,56,15:30,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,19,48,6
6/22/2017,56,16:00,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,20,9,6
6/22/2017,56,16:30,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,20,25,6
6/22/2017,56,17:00,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,20,41,6
6/22/2017,57,7:30,SE,presence,aspen,starved,19.4,sun,20.3,1,102,140,0,.,,0.8,overcast,13,8,6
6/22/2017,57,8:00,SE,presence,aspen,starved,18.6,sun,22.2,1,102,140,0,.,,2,overcast,13,28,6
6/22/2017,57,8:30,SE,presence,aspen,starved,18.5,sun,23.1,1,102,140,0,.,,0,overcast,13,48,6
6/22/2017,57,9:00,SE,presence,aspen,starved,18.7,sun,23.2,1,104,140,0,.,,0,overcast,14,18,6
6/22/2017,57,9:30,SE,presence,aspen,starved,19.2,sun,25.8,1,104,140,0,.,,0,overcast,14,38,6
6/22/2017,57,10:00,SE,presence,aspen,starved,18.9,sun,24.8,1,104,140,0,.,,0,overcast,2,39,6
6/22/2017,57,10:30,SE,presence,aspen,starved,19.7,sun,21.7,1,102,140,0,.,,2.1,overcast,15,37,6
6/22/2017,57,11:00,SE,presence,aspen,starved,22.4,sun,21.8,1,102,140,0,.,,0.6,overcast,15,55,6
6/22/2017,57,11:30,SE,presence,aspen,starved,57,sun,23,1,102,140,0,.,,2.8,overcast,16,15,6
6/22/2017,57,12:00,SE,presence,aspen,starved,20.4,sun,22.3,1,104,140,0,.,,0.3,overcast,16,32,6
6/22/2017,57,12:30,SE,presence,aspen,starved,19.6,sun,21.2,1,102,140,0,.,,2.3,overcast,16,49,6
6/22/2017,57,13:00,SE,presence,aspen,starved,18.9,shade,19.7,1,102,140,0,.,,1.3,overcast,17,18,6
6/22/2017,57,13:30,SE,presence,aspen,starved,17.9,shade,.,1,102,140,0,.,,.,overcast,17,35,6
6/22/2017,57,14:00,SE,presence,aspen,starved,.,shade,.,1,102,140,0,.,,.,overcast,17,52,6
6/22/2017,57,14:30,SE,presence,aspen,starved,.,.,.,1,102,140,0,.,,.,overcast,19,7,6
6/22/2017,57,15:00,SE,presence,aspen,starved,.,.,.,1,102,140,0,.,,.,overcast,19,23,6
6/22/2017,57,15:30,SE,presence,aspen,starved,.,.,.,1,102,140,0,.,,.,overcast,19,39,6
6/22/2017,57,16:00,SE,presence,aspen,starved,.,.,.,1,102,140,0,.,,.,overcast,19,55,6
6/22/2017,57,16:30,SE,presence,aspen,starved,.,.,.,1,102,140,0,.,,.,overcast,20,16,6
6/22/2017,57,17:00,SE,presence,aspen,starved,.,.,.,1,102,140,0,.,,.,overcast,20,32,6
6/22/2017,58,7:30,NW,presence,oak,starved,20.1,sun,23.2,1,84,312,0,.,,0,overcast,13,16,6
6/22/2017,58,8:00,NW,presence,oak,starved,18.5,sun,24.6,1,84,312,0,.,,0,overcast,13,36,6
6/22/2017,58,8:30,NW,presence,oak,starved,19.4,sun,22,1,84,312,0,.,,0,overcast,14,6,6
6/22/2017,58,9:00,NW,presence,oak,starved,19.3,sun,25.8,1,84,312,0,.,,0,overcast,14,26,6
6/22/2017,58,9:30,NW,presence,oak,starved,18.9,sun,26.7,1,84,312,0,.,,0,overcast,14,46,6
6/22/2017,58,10:30,NW,presence,oak,starved,20.3,sun,21.4,1,84,312,1,.,on ground,0.8,overcast,15,46,6
6/22/2017,58,11:00,NW,presence,oak,starved,21.8,sun,22,1,84,312,0,.,BACK IN TREE,0,overcast,16,6,6
6/22/2017,58,11:30,NW,presence,oak,starved,23.7,sun,24.9,1,84,312,0,.,,0.1,overcast,16,23,6
6/22/2017,58,12:00,NW,presence,oak,starved,20.3,sun,22.7,1,84,312,0,.,,0,overcast,16,40,6
6/22/2017,58,12:30,NW,presence,oak,starved,20.4,shade,20.5,1,84,312,0,.,,2.3,overcast,17,7,6
6/22/2017,58,13:00,NW,presence,oak,starved,18.9,shade,19.6,1,84,312,0,.,,0,overcast,17,24,6
6/22/2017,58,13:30,NW,presence,oak,starved,17.5,shade,.,1,84,312,0,.,,.,overcast,17,41,6
6/22/2017,58,14:30,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,19,12,6
6/22/2017,58,15:00,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,19,28,6
6/22/2017,58,15:30,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,19,44,6
6/22/2017,58,16:00,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,20,5,6
6/22/2017,58,16:30,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,20,21,6
6/22/2017,58,17:00,NW,presence,oak,starved,.,.,.,1,84,312,0,.,,.,overcast,20,37,6
6/22/2017,59,7:30,NE,absence,.,starved,19.5,sun,19.9,1,97,40,1,1,,0,overcast,13,4,6
6/22/2017,60,7:30,SE,presence,oak,fed,19.1,sun,20.3,1,102,140,0,.,,0.8,overcast,13,6,5
6/22/2017,60,8:00,SE,presence,oak,fed,19,sun,22.2,1,102,140,0,.,,2,overcast,13,26,5
6/22/2017,60,8:30,SE,presence,oak,fed,18.6,sun,23.1,1,102,140,0,.,,0,overcast,13,46,5
6/22/2017,60,9:00,SE,presence,oak,fed,19.7,sun,23.2,1,104,140,0,.,,0,overcast,14,16,5
6/22/2017,60,9:30,SE,presence,oak,fed,20,sun,25.8,1,104,140,0,.,,0,overcast,14,36,5
6/22/2017,60,10:00,SE,presence,oak,fed,19.2,sun,24.8,1,104,140,0,.,,0,overcast,2,37,5
6/22/2017,60,10:30,SE,presence,oak,fed,19.9,sun,21.7,1,104,140,0,.,,2.1,overcast,15,35,5
